!,15417.0
10.81,2.0
10.82,1.0
10.83,1.0
10.9,3.0
10.9%,2.0
10.9(b),1.0
10.93,1.0
10.95,1.0
10.9527,1.0
10.99%,1.0
10.9–12,1.0
10/18,1.0
10/6,1.0
100,250.0
100%,15.0
"100,000",31.0
"100,000-strong",1.0
100-30,1.0
100-acre,1.0
100-fold,1.0
100-line,1.0
100-member,1.0
100-mile,1.0
100-plus,1.0
100-yard,1.0
100-year,1.0
100-year-old,1.0
100.4,1.0
1000,34.0
10000,5.0
100000,6.0
10000–11000,1.0
1000BC,1.0
1001–8,1.0
1004,1.0
10080,1.0
10081,1.0
1009–11,1.0
100cc,1.0
100ft,1.0
100km,1.0
100m,4.0
100million,1.0
100mm,1.0
100mph,1.0
100p,6.0
100pc,6.0
100per,1.0
100th,4.0
100yet,1.0
100–150,1.0
100–200lbs,1.0
100–240,1.0
100–300,1.0
100–86,1.0
101,11.0
101.6,1.0
1010,1.0
1013–14,1.0
1014–42,1.0
1015,1.0
101p,2.0
101–03,1.0
101–7,1.0
102,9.0
102-year-old,1.0
102.7,1.0
1020,1.0
1021,1.0
1026,1.0
102nd,1.0
102p,1.0
102–2,1.0
102–6,1.0
103,13.0
103(36%),1.0
103-strong,3.0
103.3p,1.0
10300,2.0
1031,1.0
1032,3.0
1035,2.0
1035.29,1.0
1037,1.0
103997,1.0
103p,1.0
104,9.0
"104,375",1.0
10426,1.0
1044,1.0
10463,2.0
104706,1.0
104p,1.0
104–23,1.0
105,14.0
1050,1.0
1051,2.0
1052,2.0
1054,1.0
1057,1.0
1057p,1.0
105kg,1.0
105p,1.0
106,11.0
106.7,1.0
1060,1.0
10603,1.0
1060s,1.0
1064p,1.0
10696,2.0
1069p,1.0
106p,1.0
107,11.0
107.8,1.0
107.9,1.0
1070,1.0
1077,1.0
1078,3.0
10787,1.0
10788,1.0
1079,1.0
108,9.0
1081p,1.0
1082,1.0
1084,2.0
109,7.0
109-226,1.0
1090,1.0
1091,1.0
1092,1.0
1093,2.0
1095,2.0
1095–1154,1.0
1098,1.0
1099,1.0
109–5,1.0
109–6,1.0
109–7,1.0
10K,1.0
10am,15.0
10am-2.30pm,1.0
10am-3pm,1.0
10am-4.30pm,1.0
10am-4pm,4.0
10am-5pm,2.0
10cms,1.0
10in,1.0
10ins,3.0
10km,4.0
10l,3.0
10lb,4.0
10lbs,1.0
10m,4.0
10million,1.0
10mm,4.0
10mph,1.0
10p,19.0
10pc,7.0
10perm2,1.0
10pm,4.0
10th,20.0
10th-,1.0
10°C,2.0
10–1,4.0
10–100,1.0
10–11am,2.0
10–12,1.0
10–13,1.0
10–16,1.0
10–19,1.0
10–20,4.0
10–20%,1.0
10–25,1.0
10–3,1.0
10–30,2.0
10–39,1.0
10–90,1.0
11,207.0
11%,13.0
11(1),1.0
"11,000",4.0
"11,493",1.0
"11,500",1.0
"11,533",1.0
"11,900",1.0
11-14,1.0
11-195,1.0
11-2,1.0
11-209,1.0
11-4,1.0
11-5,1.0
11-8,1.0
11-goal,1.0
11-month-old,1.0
11-night,1.0
11-page,1.0
11-point,2.0
11-times,1.0
11-try,1.0
11-year-old,2.0
11.0,2.0
11.00,1.0
11.0584,1.0
11.1,8.0
11.1%,1.0
11.10,2.0
11.11,1.0
11.12,2.0
11.13,3.0
11.14,5.0
11.15,3.0
11.15am,1.0
11.15pm,1.0
11.16,1.0
11.17,2.0
